,element,GW,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_missed,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,value,total_points,threshold
243,238,2,90,0,0,0,2,0,0,0,0,0,17,32.4,20.9,36.0,8.9,55,1,0
244,238,3,90,0,0,0,2,0,0,1,0,0,4,0.0,0.0,0.0,0.0,55,0,0
245,239,1,90,0,1,1,0,0,0,1,0,1,32,20.0,13.0,2.0,3.5,45,9,1
246,239,2,90,1,0,0,2,0,0,0,0,0,28,41.6,19.7,31.0,9.2,46,7,1
247,239,3,90,0,0,0,2,0,0,0,0,0,10,0.0,0.0,0.0,0.0,47,1,0
248,240,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0
249,240,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0
250,240,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0
251,498,1,90,1,0,1,0,0,0,0,0,2,38,45.8,3.0,35.0,8.4,55,14,1
252,498,2,90,0,2,0,2,0,0,0,0,2,32,28.8,24.7,8.0,6.2,55,9,1
253,498,3,90,0,1,0,2,0,0,0,0,0,22,0.0,0.0,0.0,0.0,56,4,0
254,195,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0
255,195,2,90,0,0,0,3,0,0,0,0,0,14,13.4,0.4,0.0,1.4,45,1,0
256,195,3,90,0,0,1,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,44,6,1
257,196,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
258,196,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
259,196,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
260,197,1,90,0,0,0,4,0,0,0,0,0,15,35.6,4.3,0.0,4.0,45,0,0
261,197,2,90,0,0,0,3,0,0,0,0,0,12,18.8,1.3,0.0,2.0,45,1,0
262,197,3,90,0,0,1,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,45,6,1
263,200,1,90,0,1,0,4,0,0,0,0,0,21,23.2,1.3,2.0,2.7,45,3,0
264,200,2,90,0,0,0,3,0,0,0,0,0,18,21.2,3.7,4.0,2.9,45,1,0
265,200,3,90,0,0,1,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,45,6,1
266,201,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0
267,201,2,20,0,0,0,0,0,0,0,0,0,3,5.4,1.2,19.0,2.6,45,1,0
268,201,3,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,44,1,0
269,211,1,90,0,0,0,4,0,0,0,0,0,19,41.0,0.1,0.0,4.1,40,0,0
270,211,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
271,211,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
272,214,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
273,214,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
274,214,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
275,215,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0
